SMILES,Solubility,MolLogP,MolMR,HeavyAtomCount,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,TPSA,LabuteASA,BertzCT
CC(C)CCCCCOC(=O)CCS,-4.4543816995,3.0659000000000023,62.73500000000005,14.0,8.0,84.0,16.377542017891194,26.3,92.81880616474798,146.22295770630774
CC(C)=C1CCC(=CC1)C,-4.2873429345,3.453000000000002,45.98200000000003,10.0,0.0,56.0,0.0,0.0,63.63869283950127,178.21499122004107
[Na+].[Al+3].[O-][Si]([O-])=O.[O-][Si]([O-])=O,-3.4731390517,-9.132,18.635,10.0,0.0,48.0,0.0,126.38,92.7462049304502,73.74860596185444
[Zn++].CC(=C)C([O-])=O,-2.3632080977000003,-0.6901000000000002,19.820999999999994,7.0,1.0,34.0,0.0,40.13,54.98355823363974,75.69058447171099
CCNCC(O)c1cccc(O)c1,-3.4541026398000003,1.0351,51.61030000000003,13.0,4.0,72.0,1.0,52.49,78.02950126508347,262.8565878189707
[Zn++].CCC(C)O[P]([S-])(=S)OC(C)CC(C)C.CCC(C)O[P]([S-])(=S)OC(C)CC(C)C,-2.9908768679000004,8.045700000000007,144.97999999999985,31.0,14.0,184.0,0.0,36.92,226.41030957869867,495.3092236814911
ClCc1ccc(Cl)cc1Cl,-3.5129421932,3.7322000000000015,46.01900000000001,10.0,1.0,54.0,1.0,0.0,74.70614391453859,232.29287048965844
CC1(C)C2CCC(=C)C1C2,-4.2923134549,2.9987000000000013,43.75200000000002,10.0,0.0,56.0,0.0,0.0,63.322464718156304,174.47733175670794
CCCCCCCC\C=C/CCCCCCCC(O)=O.NCCNCCO,-4.8091341894,4.635500000000003,116.09770000000007,27.0,19.0,162.0,0.0,95.58,167.3590060365599,305.9330151827408
CCCCCCCCCCCCOC(=O)C(C)O,-4.6341446203,3.831300000000003,74.48380000000006,18.0,12.0,108.0,0.0,46.53,111.91774171112876,190.1777353463783
NO,-0.763033718,-0.6657000000000002,5.9739,2.0,0.0,14.0,0.0,46.25,12.462471862119653,2.0
C=CC(=O)OCCOc1ccccc1,-2.5636257131,1.7946,53.09300000000003,14.0,5.0,74.0,1.0,35.53,82.95512321835328,292.660770563408
CCCC[N+](CCCC)(CCCC)Cc1ccccc1.Oc2ccc(c3ccccc23)[S]([O-])(=O)=O,-2.6418192727000003,6.85320000000001,143.3073999999999,35.0,12.0,192.0,3.0,77.43,211.31291541701668,1108.112313870373
OC(=O)CCCCCCCCC=C,-3.5528261452,3.3778000000000024,54.76880000000004,13.0,9.0,76.0,0.0,37.3,80.65482499185117,141.0257051333355
C[N+](C)(CCCN[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,-4.0571851475,2.2511,88.66290000000001,35.0,14.0,210.0,0.0,86.30000000000001,189.23659995248465,857.4056776910804
CCC(Cc1ccccc1)(N(C)C)C(=O)c2ccc(cc2)N3CCOCC3,-4.7932278922,3.6590000000000025,110.65950000000008,27.0,7.0,144.0,2.0,32.78,162.29176410035188,736.7334819718303
CC(C)CCCCCCc1ccc(O)cc1,-4.587250024599999,4.541200000000005,69.73380000000004,16.0,7.0,90.0,1.0,20.23,99.51011590126248,273.99135499381475
CC(=C)c1cccc(c1)C(C)=C,-4.4511392252,3.7528000000000015,55.85800000000003,12.0,2.0,62.0,1.0,0.0,74.24184974150809,289.3151246505104
[Mo],-4.2038484637,-33.28607623075923,0.0,1.0,0.0,6.0,0.0,0.0,21.756565851685,0.0
CC(C)(C)CCCCCC(=O)OC=C,-4.581332510899999,3.6697000000000015,58.82900000000004,14.0,6.0,82.0,0.0,306.83310637777663,87.33907858355865,177.25097565253358
Cc1ccc(cc1)C(C)(C)C,-4.4720217682,3.292520000000001,49.87900000000003,11.0,0.0,60.0,1.0,0.0,69.25611369147998,223.21037742768323
OC(=O)C1CCCCC1,-1.445031941,1.6513,34.21079999999999,9.0,1.0,52.0,0.0,37.3,54.87882841291975,103.48377837619049
[Na+].[Na+].[Na+].[Na+].[Na+].[O-][S](=O)(=O)OCC[S](=O)(=O)c1cccc(Nc2nc(Cl)nc(Nc3cc(cc4C=C(\C(=N/Nc5ccc6c(cccc6[S]([O-])(=O)=O)c5[S]([O-])(=O)=O)C(=O)c34)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n2)c1,-0.4108977358,-14.301299999999994,1544.4534268777327,69.0,15.0,340.0,5.0,433.56,507.5754717478887,3615.453397418397
C(CCCN=C\C=C\c1ccccc1)CCN=C/C=C/c2ccccc2,-3.8937390711,6.115200000000006,116.13800000000003,26.0,11.0,134.0,2.0,24.72,157.27924160567198,634.005206577911
CC(C)(C)CC(C)(C)c1cc(Cc2cc(cc(n3nc4ccccc4n3)c2O)C(C)(C)CC(C)(C)C)c(O)c(c1)n5nc6ccccc6n5,-7.973715535399999,9.583999999999996,198.0615999999994,49.0,8.0,256.0,6.0,101.88,289.349168262918,1937.716888128168
[Cl-].CCN(CC[N+](C)(C)C)c1ccc(cc1)N=Nc2ccc(cc2Cl)[N+]([O-])=O,-3.0386996230000003,-29.006619243366785,109.51080000000007,28.0,8.0,152.0,2.0,71.1,176.32884399975933,820.0639648889835
C1CN(CCO1)Sc2sc3ccccc3n2,-3.8109627954,2.635600000000001,67.86900000000003,16.0,2.0,84.0,2.0,25.36,102.55888264235138,446.544227692605
CC1(C)[C@H]2C[C@@H]3O[C@]3(C)[C@@H]1C2,-2.5936884915,2.2099,43.27300000000001,11.0,0.0,62.0,0.0,12.53,68.11978182631822,216.15777938858872
[Na+].[Na+].[Na+].[Na+].NC(=O)Nc1cc(Nc2nc(Cl)nc(Nc3cccc(c3)[S](=O)(=O)CCO[S]([O-])(=O)=O)n2)ccc1N=Nc4cc5c(cc(cc5[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc4[S]([O-])(=O)=O,-0.4261364852,-9.94980000000002,197.20809999999983,63.0,15.0,314.0,5.0,414.74,451.0552539930664,3157.9320304830944
[Na+].[Na+].CCCCCCCCCCCCNc1nc(Cl)nc(Nc2ccc3c(O)c(N=Nc4ccc(cc4)N=Nc5ccc(cc5)[S]([O-])(=O)=O)c(cc3c2)[S]([O-])(=O)=O)n1,-9.957631684564257,4.107200000000002,211.2285999999996,58.0,20.0,296.0,5.0,246.79999999999995,386.4974508858,2411.4689731610074
CCCN(CCC)C(=O)SCC,-2.7031744039,2.9815000000000014,55.68300000000004,12.0,5.0,72.0,0.0,20.31,79.70325373861478,121.69694286392864
C1CC(CCC1COCC2CO2)COCC3CO3,-1.8357972344,1.6236,66.56600000000006,18.0,8.0,104.0,0.0,43.52,108.92018597242529,216.178546460492
CC(CC1=CC(=CC(=O)N1O)C)CC(C)(C)C.NCCO,-3.9054642035,1.94622,85.70370000000004,21.0,4.0,122.0,1.0,88.48,126.9251357998572,473.3909247801034
[OH-].[Ca++].[Ca++].[Ca++].[Ca++].[Ca++].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O,-4.1419008964,-10.5546,53.52530000000001,21.0,0.0,104.0,0.0,288.75,268.242500418216,213.8389947613248
O=[P+]1Oc2ccccc2c3ccccc13,-1.7796231349,4.328400000000002,61.32650000000002,15.0,0.0,72.0,3.0,30.21,86.97796986821221,700.3760069281869
C=COC(=O)c1ccccc1,-2.6229591952,1.9869,42.054500000000026,11.0,2.0,56.0,1.0,26.3,65.11169376005317,251.52506007307372
COC(=O)c1ccc(cc1)C(C)(C)C,-3.7398163758,2.770700000000001,56.48150000000004,14.0,1.0,76.0,1.0,26.3,84.89612313542725,317.1701202996886
Cc1cccc(CC(C)(C)CO)c1,-2.8265354685000004,2.556020000000001,55.74980000000004,13.0,3.0,72.0,1.0,20.23,1497.5714014278285,276.2078950935822
CC(=O)OC\C=C(C)/CCC=C(C)C,-3.7549532157,3.242200000000002,59.05500000000004,14.0,5.0,80.0,0.0,26.3,86.64947555137438,232.70628424348945
CC1(C)[C@H]2CC=C(CCO)[C@@H]1C2,-2.6959998037,2.3612,49.78080000000004,12.0,2.0,68.0,0.0,20.23,74.48164058474893,215.0440022382592
CC1CC(=O)CC(C)(C)C1,-1.6471414632,2.401700000000001,41.80300000000001,10.0,0.0,58.0,0.0,17.07,62.81447888951695,146.80725598781606
C=CC(=O)OCCOc1ccccc1c2ccccc2,-4.918558166034787,3.4616000000000016,78.52900000000004,20.0,6.0,102.0,2.0,35.53,118.01221742441732,575.7988048405728
SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,-5.1231687481,1.4251999999999998,120.14900000000004,29.0,16.0,168.0,0.0,105.20000000000002,192.2988608299848,436.0525055103621
Cc1cc(cc(C)c1O)C(C)(C)c2cc(C)c(O)c(C)c2,-4.952868802799999,4.657380000000004,87.28960000000004,21.0,2.0,112.0,2.0,40.46,126.63155963072929,591.197920970157
CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,-5.4730005799,18.769099999999984,270.43599999999896,63.0,53.0,374.0,0.0,78.9,393.0012114226912,885.5832274818622
CCOC(=O)CC(C)CC(C)(C)C,-3.8230431676,3.0119000000000016,54.48600000000005,13.0,4.0,78.0,0.0,26.3,81.66373950134626,155.96343903735325
[Ca++].[O-][Si]([O-])=O,-2.6500869941,-3.2584,12.1945,5.0,0.0,24.0,0.0,63.19,60.5296530330518,29.87430298092722
CCc1ccc(C)nc1,-1.0042604536,1.95242,38.35200000000001,9.0,1.0,48.0,1.0,12.89,55.7458774436333,176.26405299160075
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)[C@H](C)O,-2.9799872046,2.3712000000000004,62.90380000000005,16.0,3.0,94.0,0.0,46.53,98.18202632880626,15846.315315405198
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,-3.1784471289,1.5576,95.04840000000004,26.0,2.0,142.0,0.0,94.83,153.34130809395185,723.9130815015496
[Na+].[Na+].Cc1ccc(Nc2ccc(Nc3ccc(C)cc3[S]([O-])(=O)=O)c4C(=O)c5ccccc5C(=O)c24)c(c1)[S]([O-])(=O)=O,-1.4270312571,16.795365063003345,144.59879999999987,42.0,6.0,204.0,4.0,172.59999999999997,286.563462874555,1836.5953336473767
[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Al+3].[Al+3].[Mo].[Mo],-4.2291529922,-1.8358,17.686499999999995,13.0,0.0,84.0,,256.5,125.21846078316908,15.576391322853388
CC(=C)C(=O)OCCOc1ccccc1,-2.9526471698,2.1847000000000003,57.71000000000004,15.0,5.0,80.0,1.0,35.53,89.32006533274989,329.98028532933694
CCCCOCCOCCOCc1cc2OCOc2cc1CCC,-4.1510889183,3.7177000000000016,92.76200000000009,24.0,13.0,136.0,1.0,46.150000000000006,144.73754560065805,475.07010591802384
CF,-0.1758743764999999,0.5857,7.032,2.0,0.0,14.0,0.0,0.0,12.904786430755784,2.0
C(COc1ccccc1)Oc2ccccc2,-3.9885265275,3.144400000000002,63.87400000000004,16.0,5.0,82.0,2.0,18.46,95.445472013368,356.0952225964737
CCc1cc(Cc2cc(CC)c(N)c(CC)c2Cl)c(Cl)c(CC)c1N,-7.2780387128,5.998200000000005,112.04680000000003,25.0,6.0,136.0,2.0,52.04,161.05929020291927,716.9411214738501
[Na+].Cc1cc(C)c(Nc2cc(c(N)c3C(=O)c4ccccc4C(=O)c23)[S]([O-])(=O)=O)c(C)c1CNC(=O)c5ccccc5,-1.4396051212999998,1.5511600000000008,153.6724999999998,42.0,6.0,208.0,4.0,158.48999999999998,265.1176663820488,1889.0811835864984
CCCC(CCC)C(O)=O,-1.8579774272,2.2874,40.9418,10.0,5.0,60.0,0.0,37.3,62.24960168084558,93.43071362054202
[Zn++].[S-]c1sc2ccccc2n1.[S-]c3sc4ccccc4n3,-4.285895804,4.401700000000002,90.502,21.0,0.0,100.0,4.0,25.78,153.77114141464494,718.0672908331296
Oc1ccccc1.ClCC2CO2.C=O,-4.0347567611,1.8313,55.68780000000003,14.0,1.0,78.0,1.0,49.83,88.26957003924096,224.06853695944784
CCCCCC/C=C/C1CC(=O)OC1=O,-4.0217535152,2.6027000000000005,57.10500000000003,15.0,6.0,84.0,0.0,43.370000000000005,90.49476953007316,255.59284654013777
CC(=C)C(O)=O.CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.ClCC3CO3,-5.229282852,4.694800000000003,111.25140000000005,28.0,4.0,152.0,2.0,90.29,170.41518140389243,703.0190510341763
CC1=CC[C@H]2C[C@@H]1C2(C)C,-4.7725704235,2.9987000000000013,43.75200000000002,10.0,0.0,56.0,0.0,0.0,63.322464718156304,186.21499122004107
C[Si](C)(C)O[Si](C)(C)C,-4.909505216,2.6728000000000005,47.77700000000003,9.0,2.0,56.0,0.0,9.23,60.68613837789019,76.2114326716684
FC(=C)C(F)(F)F,-2.7599573667,2.0319000000000003,16.303,7.0,0.0,42.0,0.0,0.0,37.44167383614344,79.42592196522058
O=C1Oc2ccccc2C=C1,-1.8860303607,1.793,42.484000000000016,11.0,0.0,54.0,2.0,30.21,63.07940657528497,11054.391916542885
CC(=C)C1CCC(=CC1)C,-3.8464965295,3.308900000000002,45.91200000000003,10.0,1.0,56.0,0.0,0.0,1946.9473264136793,162.8771237954945
[Na+].CCN(CC)c1ccc([C+](c2ccc(cc2)N(CC)Cc3cccc(c3)[S]([O-])(=O)=O)c4ccc(cc4)N(CC)Cc5cccc(c5)[S]([O-])(=O)=O)c(C)c1,-12.966539514982601,4.725610000000006,210.43139999999937,54.0,16.0,278.0,5.0,124.12,342.9892579699156,2098.8026452419267
S=[W]=S,-4.1391336425,-9.128837005536312,15.182,3.0,0.0,18.0,0.0,0.0,34.6522312788732,23.774437510817343
[Na+].[Na+].CC1=NN(C(=O)C1N=Nc2ccc(c3ccc(cc3[S]([O-])(=O)=O)N=NC4C(=NN(C4=O)c5ccccc5)C)c(c2)[S]([O-])(=O)=O)c6ccccc6,-1.642781181,-1.0801999999999898,178.48639999999966,52.0,9.0,254.0,4.0,229.18,342.0618158529712,2210.600386427988
CC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C,-3.0887781924,2.7643000000000013,54.78300000000005,14.0,1.0,80.0,0.0,26.3,2440.036670985424,269.49529453537843
[Pb++].[O-][Si]([O-])=O,-6.6197116003,-3.2584,12.1945,5.0,0.0,26.0,0.0,63.19,50.69643661138922,29.87430298092722
CCCC(=O)OC(C)(C)Cc1ccccc1,-4.1359426126,3.3510000000000018,65.22500000000005,16.0,5.0,88.0,1.0,26.3,97.6260073642205,327.84839499722005
[Na+].[Na+].[O-][S](=O)(=O)c1ccc(N\N=C\2C=CC(=O)C(=N/Nc3ccc(c4ccccc34)[S]([O-])(=O)=O)\C2=O)c5ccccc15,-2.6038411441,-4.739199999999995,143.54779999999985,42.0,6.0,202.0,5.0,197.32,282.1466774400944,1352.914876103915
CCCOCC(C)OCC(C)O,-0.0700526508,1.1989,48.204800000000034,12.0,7.0,74.0,0.0,38.69,74.68011215421217,93.77443751081736
CC1(C)CC(CC(C)(CN=C=O)C1)N=C=O,-4.1708247593,2.2430000000000003,60.63700000000004,16.0,3.0,88.0,0.0,58.86,95.8614723044708,352.0302611774938
CCCCCCCC\C=C/CCCCCCCC(O)=O.NCCNCCN,-4.4100874366000005,4.601900000000001,118.06630000000008,27.0,19.0,162.0,0.0,101.37,167.9046629813766,305.9330151827408
CCN(CC[n+]1ccccc1)c2ccc(cc2)N=Nc3ccc(cc3Cl)[N+]([O-])=O.CC([O-])=O,-1.5218900849,4.233800000000003,123.92940000000009,33.0,8.0,172.0,3.0,115.11,196.28930415538943,1087.7657079061817
O=C(Oc1ccccc1)Oc2ccccc2,-4.2169166627,3.264400000000002,59.53600000000003,16.0,2.0,80.0,2.0,35.53,958.1569959364397,407.6186271235691
CCCCC(CC)C(=O)OC=C,-4.1519109764,2.8895000000000017,49.59500000000003,12.0,6.0,70.0,0.0,26.3,74.6091943547654,140.7740056622918
CC(=C)C(=O)NCNC(=O)C(C)=C,-1.1892367555,0.3285,50.780400000000014,13.0,4.0,72.0,0.0,58.2,77.70235044593753,230.34031643968072
C\1C\C=C/CC\C=C1,-2.9659771733,2.6728000000000014,36.748,8.0,0.0,44.0,0.0,0.0,50.90880861070806,72.60593781761291
CO[Si](CCCN=C=O)(OC)OC,-3.2569810012,0.5903999999999998,49.19350000000003,13.0,7.0,76.0,0.0,57.120000000000005,79.07735682073559,169.06669317043506
CCO[Si](CCCCl)(OCC)OCC,-3.3285834497000004,25.36600580300785,60.776000000000046,14.0,9.0,86.0,0.0,27.69,93.0536626905066,118.20592425326386
CCCCOC(=O)c1ccccc1C(=O)OCCCC,-4.3876832538,3.600400000000003,1014.5591261727038,20.0,8.0,110.0,1.0,52.60000000000001,119.63095892256436,398.85794216890986
[Na+].[Na+].Cc1cc(C)c(c(C)c1Nc2ccc(Nc3c(C)cc(C)c(c3C)[S]([O-])(=O)=O)c4C(=O)c5ccccc5C(=O)c24)[S]([O-])(=O)=O,-1.7922611704,-0.3840799999999942,163.5467999999997,46.0,6.0,228.0,4.0,172.59999999999997,312.02323133214145,2027.663602994645
Oc1ccc(c(O)c1O)C(=O)c2ccccc2,-3.3451078238,2.0344,61.31090000000003,17.0,2.0,86.0,2.0,77.75999999999999,97.39766279658942,561.1321875173596
CCCCCCCCC\C=C\CC1CC(=O)OC1=O,-4.4255032449,4.163100000000004,75.57300000000005,19.0,10.0,108.0,0.0,43.370000000000005,115.95453798765962,307.11590649725093
CC(C)CC(C)CC(C)\C=C(/C)C1CC(=O)OC1=O,-4.4255032449,3.730800000000003,75.36300000000004,19.0,6.0,108.0,0.0,43.370000000000005,115.95453798765962,368.1903353571112
CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COB(O)O.CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COB(O)OCC(O)COC(=O)CCCCCCC\C=C/CCCCCCCC.CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COB(OCC(O)COC(=O)CCCCCCC\C=C/CCCCCCCC)OCC(O)COC(=O)CCCCCCC\C=C/CCCCCCCC,-5.345705158,29.64000000000008,753.7780925019676,156.0,120.0,912.0,0.0,395.25000000000006,952.4933598980932,2927.0601180034787
CCCCCCCCCC(=O)Oc1ccc(cc1)C(O)=O,-5.424547549700001,4.430900000000003,81.64630000000005,21.0,10.0,116.0,1.0,63.6,125.67658955965013,5573.979312129084
CCO[Si](CCCSSCCC[Si](OCC)(OCC)OCC)(OCC)OCC,-5.676541808600001,5.244800000000006,125.02800000000008,28.0,21.0,170.0,0.0,55.38000000000001,182.77266615089707,289.9984127700166
COc1ccc(\C=C\C(=O)OCCC(C)C)cc1,-5.4919252104,3.2977000000000025,72.44200000000004,18.0,6.0,98.0,1.0,35.53,108.4148916759397,390.7046703843559
CCCCCCCCCCCCCCCC(=O)NCC(O)=O,-5.593122621900001,4.6685000000000025,90.95750000000008,22.0,16.0,130.0,0.0,66.4,135.61040710846353,279.5058337171213
C\1C\C=C/CC\C=C/CC/C=C1,-5.3651562541,4.009200000000003,55.12200000000004,12.0,0.0,66.0,0.0,0.0,75.67897403611023,121.19311924156366
CC(CCN(CCC(C)CC(C)(C)C)C(=S)S[Zn]SC(=S)N(CCC(C)CC(C)(C)C)CCC(C)CC(C)(C)C)CC(C)(C)C,-6.1025269393,13.388699999999975,214.935999999999,45.0,18.0,264.0,0.0,6.48,308.14172785807784,714.6494188420588
BrCc1ccc(cc1)c2ccccc2C#N,-6.6566491092,4.120180000000003,69.22400000000003,16.0,2.0,78.0,2.0,23.79,103.47850884146428,523.1767595439565
CCCCCCCCCCCCCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1.CCCCCCCCCCCCCCCC(=O)OC2CC(C)(C)NC(C)(C)C2,-6.214524895199999,15.420399999999969,250.6733999999988,58.0,32.0,344.0,0.0,76.66,361.9953267348446,988.84852755604
CCCCC(CC)CNC(=O)CCCCCC(C)C,-5.731545252999999,4.925500000000005,84.23870000000007,19.0,12.0,114.0,0.0,29.1,,213.30760443279493
CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)OC2[C@H](C)O[C@H](C[C@@H]2OC)OC3[C@@H](C)/C=C/C=C/4CO[C@@H]5[C@H](O)C(=C[C@@H](C(=O)O[C@H]6C[C@@H](C\C=C3/C)O[C@@]7(C6)O[C@@H]([C@@H](C)C=C7)C8CCCCC8)[C@]45O)C,-7.5558815137,5.911600000000007,234.42539999999903,64.0,7.0,358.0,0.0,170.05999999999997,378.80642589580856,1787.630132042587
c1ccc(cc1)c2ccc(cc2)c3ccccc3,-6.183335848,5.020600000000004,77.31400000000004,18.0,2.0,86.0,3.0,,1400.787368384133,11465.643291041488
c1cc2ccc3cccc4ccc(c1)c2c34,-6.1787966156,4.584000000000002,70.14600000000003,16.0,0.0,74.0,4.0,0.0,93.45542159483816,666.6198058168793
CCCCOC(=O)c1ccc(cc1)C(=O)OCCCC,-6.40319542,3.600400000000003,76.82300000000005,20.0,8.0,,1.0,52.60000000000001,119.63095892256436,381.6079421689099
CCC(CC)CC1(CCCCC1)C#N,-6.5873382321000005,4.286780000000004,59.82000000000005,14.0,115.28841916534066,80.0,0.0,23.79,88.50530492852835,191.77132754726787
COc1ccc(cc1)N2CCN(CC2)c3ccc(cc3)[N+]([O-])=O,-6.9290130346000005,2.930000000000001,90.51640000000005,23.0,72.95244330540213,120.0,2.0,58.85,134.59356503642826,662.487877093113
CC(C)CCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC(C)C,-7.2523945018,9.186800000000003,143.93399999999988,34.0,25.0,202.0,0.0,52.60000000000001,211.87270700443256,416.7216822476719
CCCCN(CCCC)c1ccc2c(Oc3cc(C)c(Nc4ccccc4)cc3C25OC(=O)c6ccccc56)c1,-7.4042503575,8.713220000000003,161.1881999999996,40.0,9.0,204.0,4.0,50.8,236.3036951018622,1540.0231874767644
FC1(F)Oc2cccc(C=O)c2O1,-2.1558333574,1.8206,38.03250000000001,13.0,1.0,68.0,1.0,35.53,71.87513955967094,362.4068137607414
CCNc1cc(C#N)c(N)c2C(=O)c3ccccc3C(=O)c12,-7.6382805905,2.3476800000000004,83.04010000000002,22.0,2.0,108.0,2.0,95.98,126.91275350619183,862.938264047108
CCCCCCCC\C=C/CCCCCCCCNCCCN.CCCCCCCC\C=C/CCCCCCCC(O)=O.CCCCCCCC\C=C/CCCCCCCC(O)=O,-8.2501920599,18.179299999999984,280.1686999999993,63.0,49.0,374.0,0.0,112.65,393.92012722964535,883.0930024861892
CCCCC(CC)COC(=O)c1ccc(Nc2nc(Nc3ccc(cc3)C(=O)NC(C)(C)C)nc(Nc4ccc(cc4)C(=O)OCC(CC)CCCC)n2)cc1,-8.1852587653,10.377099999999992,223.3972999999993,56.0,21.0,300.0,4.0,,331.5664038052276,1746.2812771982633
O=[V]=O,-4.4002500912,-0.2401,1.373,3.0,0.0,17.0,0.0,34.14,24.360396233196912,23.774437510817343
[Cl-].CCCCCCCCCCCC[n+]1ccccc1,-0.4539105371,1.8989999999999991,78.48100000000007,19.0,11.0,110.0,1.0,3.88,125.39342121234756,273.8503707227377
Cc1cccc(C)c1OCC(O)=O,-2.2566445306,1.76684,49.04680000000002,13.0,3.0,70.0,1.0,46.53,76.96047265883006,297.69593883291583
CCCCC(CC)C(=O)O[Co]OB(O[Co])O[Co](OC(=O)C(CC)CCCC)OC(=O)C(CC)CCCC,-1.8254561435,6.037400000000007,127.2030000000001,37.0,23.0,225.0,0.0,106.59000000000005,243.45438907701453,600.2721926824928
